KODS,TIPS_CD,STATUSS,APSTIPR,APST_PAK,VKUR_CD,VKUR_TIPS,NOSAUKUMS,SORT_NOS,ATRIB,PNOD_CD,DAT_SAK,DAT_MOD,DAT_BEIG,FOR_BUILD,PLAN_ADR,STD,KOORD_X,KOORD_Y,DD_N,DD_E
101704131,108,EKS,Y,254.0,100322262,107,1,0001,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"10. līnija 1, Jūrmala, LV-2010",315886.937,491543.129,56.986457,23.860838
101704156,108,EKS,Y,254.0,100322295,107,7,0007,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"13. līnija 7, Jūrmala, LV-2010",315915.845,491929.35,56.986723,23.867192
101704172,108,EKS,Y,252.0,100322342,107,1,0001,LV-2010,100031112.0,2001.01.25,2011.03.08,,N,N,"18. līnija 1, Jūrmala, LV-2010",316358.038,492561.824,56.990706,23.877587
101704180,108,EKS,Y,254.0,100322342,107,3A,0003A,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"18. līnija 3A, Jūrmala, LV-2010",316298.144,492567.47,56.990168,23.877682
101704197,108,EKS,Y,252.0,100322350,107,2,0002,LV-2010,100031112.0,2001.01.25,2011.03.08,,N,N,"19. līnija 2, Jūrmala, LV-2010",316351.563,492606.675,56.990649,23.878325
101704203,108,EKS,Y,254.0,100322367,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 1, Jūrmala, LV-2011",311563.029,476263.8,56.947081,23.609819
101704211,108,EKS,Y,254.0,100322367,107,14,0014,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 14, Jūrmala, LV-2011",311489.52,476116.073,56.946413,23.607398
101704228,108,EKS,Y,254.0,100322367,107,15,0015,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 15, Jūrmala, LV-2011",311480.946,476150.735,56.946338,23.607969
101704236,108,EKS,Y,254.0,100322367,107,18,0018,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 18, Jūrmala, LV-2011",311460.645,476082.544,56.946152,23.60685
101704244,108,EKS,Y,254.0,100322367,107,19,0019,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 19, Jūrmala, LV-2011",311454.089,476118.846,56.946095,23.607447
101704252,108,EKS,Y,254.0,100322367,107,2,0002,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 2, Jūrmala, LV-2011",311578.412,476204.81,56.947216,23.608848
101704260,108,EKS,Y,254.0,100322367,107,21,0021,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 21, Jūrmala, LV-2011",311438.328,476100.695,56.945953,23.60715
101704277,108,EKS,Y,254.0,100322367,107,25,0025,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 25, Jūrmala, LV-2011",311408.95,476073.343,56.945687,23.606703
101704285,108,EKS,Y,254.0,100322367,107,29,0029,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 29, Jūrmala, LV-2011",311385.875,476041.706,56.945478,23.606185
101704293,108,EKS,Y,254.0,100322367,107,30,0030,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 30, Jūrmala, LV-2011",311381.462,475992.296,56.945436,23.605374
101704308,108,EKS,Y,254.0,100322367,107,33,0033,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 33, Jūrmala, LV-2011",311359.609,476009.745,56.945241,23.605663
101704316,108,EKS,Y,254.0,100322367,107,34,0034,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 34, Jūrmala, LV-2011",311354.732,475961.918,56.945195,23.604877
101704324,108,EKS,Y,254.0,100322367,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 5, Jūrmala, LV-2011",311545.629,476224.978,56.946923,23.609183
101704332,108,EKS,Y,254.0,100322367,107,6,0006,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 6, Jūrmala, LV-2011",311541.72,476175.315,56.946885,23.608367
101704340,108,EKS,Y,254.0,100322367,107,9,0009,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"1905. gada iela 9, Jūrmala, LV-2011",311520.411,476194.601,56.946695,23.608686
101704365,108,EKS,Y,252.0,100322383,107,3,0003,LV-2010,100031112.0,2001.01.25,2011.03.14,,N,N,"20. līnija 3, Jūrmala, LV-2010",316412.127,492833.804,56.991196,23.882062
101704373,108,EKS,Y,254.0,100322471,107,1,0001,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"29. līnija 1, Jūrmala, LV-2010",316768.636,493653.548,56.994411,23.895544
101704412,108,EKS,Y,254.0,100322607,107,12,0012,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Abavas iela 12, Jūrmala, LV-2015",313111.693,485208.979,56.961366,23.75677
101704420,108,EKS,Y,252.0,100322607,107,5,0005,LV-2015,100034794.0,2001.01.25,2017.11.02,,N,N,"Abavas iela 5, Jūrmala, LV-2015",313487.752,485188.658,56.964744,23.756413
101704437,108,EKS,Y,254.0,100322607,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Abavas iela 6, Jūrmala, LV-2015",313481.964,485140.255,56.96469,23.755618
101704445,108,EKS,Y,254.0,100322607,107,9,0009,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Abavas iela 9, Jūrmala, LV-2015",313176.063,485227.466,56.961945,23.75707
101704453,108,EKS,Y,254.0,100322631,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Admirāļu iela 6, Jūrmala, LV-2015",313979.489,489729.132,56.969284,23.831065
101704478,108,EKS,Y,252.0,100322648,107,3,0003,LV-2015,100034794.0,2001.01.25,2007.01.29,,N,N,"Aglonas iela 3, Jūrmala, LV-2015",314883.011,489702.687,56.9774,23.830594
101704486,108,EKS,Y,252.0,100322680,107,1,0001,LV-2015,100034794.0,2001.01.25,2012.07.02,,N,N,"Aiviekstes iela 1, Jūrmala, LV-2015",313766.94,484839.652,56.96724,23.750657
101704525,108,EKS,Y,252.0,100322703,107,12 k-1,0012 k-0001,LV-2010,100031112.0,2001.01.25,2011.04.21,,N,N,"Aizputes iela 12 k-1, Jūrmala, LV-2010",315194.397,491621.133,56.980237,23.862144
101704558,108,EKS,Y,254.0,100322703,107,18,0018,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Aizputes iela 18, Jūrmala, LV-2010",315023.48,491691.408,56.978702,23.863306
101704566,108,EKS,Y,254.0,100322703,107,20,0020,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Aizputes iela 20, Jūrmala, LV-2010",314994.312,491701.084,56.97844,23.863466
101704582,108,EKS,Y,254.0,100322703,107,9,0009,LV-2010,100031112.0,2001.01.25,2003.01.10,,N,N,"Aizputes iela 9, Jūrmala, LV-2010",315018.84,491764.836,56.978662,23.864514
101704590,108,EKS,Y,254.0,100322728,107,10,0010,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Akāciju iela 10, Jūrmala, LV-2011",311887.961,478085.17,56.95009,23.639731
101704605,108,EKS,Y,254.0,100322728,107,2,0002,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Akāciju iela 2, Jūrmala, LV-2011",311596.17,478042.973,56.947467,23.639062
101704613,108,EKS,Y,254.0,100322728,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Akāciju iela 3, Jūrmala, LV-2011",311702.67,477990.174,56.948421,23.638185
101704621,108,EKS,Y,254.0,100322728,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Akāciju iela 5, Jūrmala, LV-2011",311768.908,478029.99,56.949018,23.638834
101704638,108,EKS,Y,254.0,100322728,107,8,0008,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Akāciju iela 8, Jūrmala, LV-2011",311791.418,478056.606,56.949221,23.639269
101704646,108,EKS,Y,252.0,100322736,107,1,0001,LV-2015,100034794.0,2001.01.25,2016.04.26,,N,N,"Aspazijas iela 1, Jūrmala, LV-2015",314368.518,486649.367,56.9727,23.780389
101704654,108,EKS,Y,254.0,100322736,107,3,0003,LV-2015,100034794.0,2001.01.25,2016.04.26,,N,N,"Aspazijas iela 3, Jūrmala, LV-2015",314346.125,486644.199,56.972499,23.780306
101704662,108,EKS,Y,254.0,100322736,107,5,0005,LV-2015,100034794.0,2001.01.25,2016.04.26,,N,N,"Aspazijas iela 5, Jūrmala, LV-2015",314283.826,486665.977,56.97194,23.780667
101704670,108,EKS,Y,254.0,100322744,107,4,0004,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Alauksta iela 4, Jūrmala, LV-2015",313457.673,485014.112,56.964468,23.753545
101704687,108,EKS,Y,253.0,100322752,107,11,0011,LV-2011,100037734.0,2001.01.25,2007.07.27,,N,N,"Alberta Kronenberga iela 11, Jūrmala, LV-2011",312237.002,477898.672,56.953217,23.636634
101704695,108,EKS,Y,252.0,100322752,107,2A,0002A,LV-2011,100037734.0,2001.01.25,2007.06.14,,N,N,"Alberta Kronenberga iela 2A, Jūrmala, LV-2011",311957.196,477868.137,56.950702,23.636157
101704701,108,EKS,Y,254.0,100322752,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alberta Kronenberga iela 3, Jūrmala, LV-2011",311991.486,477842.3,56.951009,23.635729
101704718,108,EKS,Y,254.0,100322752,107,4,0004,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alberta Kronenberga iela 4, Jūrmala, LV-2011",312003.937,477873.12,56.951122,23.636235
101704726,108,EKS,Y,252.0,100322752,107,6,0006,LV-2011,100037734.0,2001.01.25,2011.03.30,,N,N,"Alberta Kronenberga iela 6, Jūrmala, LV-2011",312236.369,477926.362,56.953212,23.63709
101704734,108,EKS,Y,252.0,100322752,107,7,0007,LV-2011,100037734.0,2001.01.25,2011.04.06,,N,N,"Alberta Kronenberga iela 7, Jūrmala, LV-2011",312042.353,477855.831,56.951466,23.635947
101704742,108,EKS,Y,254.0,100322752,107,9,0009,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alberta Kronenberga iela 9, Jūrmala, LV-2011",312167.647,477874.962,56.952593,23.636251
101704750,108,EKS,Y,254.0,100322760,107,11A,0011A,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 11A, Jūrmala, LV-2012",311222.724,469089.011,56.943601,23.491925
101704767,108,EKS,Y,254.0,100322760,107,12,0012,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 12, Jūrmala, LV-2012",311167.73,468988.847,56.9431,23.490285
101704775,108,EKS,Y,254.0,100322760,107,14,0014,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 14, Jūrmala, LV-2012",311252.928,469043.407,56.943869,23.491172
101704783,108,EKS,Y,254.0,100322760,107,15,0015,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 15, Jūrmala, LV-2012",311283.966,469093.177,56.944151,23.491986
101704791,108,EKS,Y,254.0,100322760,107,16,0016,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 16, Jūrmala, LV-2012",311279.8,469061.732,56.944112,23.49147
101704806,108,EKS,Y,254.0,100322760,107,2A,0002A,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Alejas iela 2A, Jūrmala, LV-2012",310940.238,468812.269,56.941045,23.487411
101704814,108,EKS,Y,252.0,100322760,107,4,0004,LV-2012,100033952.0,2001.01.25,2013.01.24,,N,N,"Alejas iela 4, Jūrmala, LV-2012",310962.337,468846.575,56.941245,23.487972
101704822,108,EKS,Y,252.0,100322760,107,8 k-2,0008 k-0002,LV-2012,100033952.0,2001.01.25,2012.10.18,,N,N,"Alejas iela 8 k-2, Jūrmala, LV-2012",311060.548,468884.518,56.94213,23.488584
101704847,108,EKS,Y,252.0,100322760,107,9,0009,LV-2012,100033952.0,2001.01.25,2011.04.27,,N,N,"Alejas iela 9, Jūrmala, LV-2012",311190.227,469035.91,56.943305,23.491056
101704855,108,EKS,Y,252.0,100322760,107,9 k-1,0009 k-0001,LV-2012,100033952.0,2001.01.25,2011.04.27,,N,N,"Alejas iela 9 k-1, Jūrmala, LV-2012",311174.879,469060.043,56.943169,23.491455
101704871,108,EKS,Y,254.0,100322777,107,17,0017,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Alfrēda Amtmaņa-Briedīša iela 17, Jūrmala, LV-2008",312107.057,479935.244,56.952142,23.670127
101704888,108,EKS,Y,254.0,100322777,107,7,0007,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Alfrēda Amtmaņa-Briedīša iela 7, Jūrmala, LV-2008",312279.495,479944.559,56.953692,23.670266
101704896,108,EKS,Y,254.0,100322785,107,1,0001,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alfrēda Kalniņa iela 1, Jūrmala, LV-2011",310930.854,480823.405,56.941614,23.684818
101704902,108,EKS,Y,254.0,100322785,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alfrēda Kalniņa iela 3, Jūrmala, LV-2011",310856.647,480856.907,56.940948,23.685374
101704910,108,EKS,Y,254.0,100322785,107,5,0005,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Alfrēda Kalniņa iela 5, Jūrmala, LV-2011",310825.678,480872.162,56.940671,23.685627
101704927,108,EKS,Y,252.0,100322793,107,6,0006,LV-2008,100035056.0,2001.01.25,2012.10.16,,N,N,"Alkšņu iela 6, Jūrmala, LV-2008",312839.199,479057.767,56.958681,23.655641
101704935,108,EKS,Y,254.0,100322832,107,12,0012,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Amatas iela 12, Jūrmala, LV-2008",313478.822,484477.836,56.96464,23.744724
101704976,108,EKS,Y,254.0,100322832,107,5A,0005A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Amatas iela 5A, Jūrmala, LV-2008",313609.282,484519.048,56.965813,23.745394
101704984,108,EKS,Y,252.0,100322840,107,2,0002,LV-2015,100034794.0,2001.01.25,2011.04.06,,N,N,"Amulas iela 2, Jūrmala, LV-2015",313923.317,485026.764,56.968651,23.753725
101704992,108,EKS,Y,252.0,100322840,107,2 k-2,0002 k-0002,LV-2015,100034794.0,2001.01.25,2011.04.06,,N,N,"Amulas iela 2 k-2, Jūrmala, LV-2015",313940.174,485108.144,56.968805,23.755063
101705004,108,EKS,Y,252.0,100322840,107,2 k-3,0002 k-0003,LV-2015,100034794.0,2001.01.25,2011.04.06,,N,N,"Amulas iela 2 k-3, Jūrmala, LV-2015",313891.662,485042.345,56.968367,23.753983
101705012,108,EKS,Y,254.0,100322840,107,2A,0002A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Amulas iela 2A, Jūrmala, LV-2015",313823.638,485161.996,56.96776,23.755955
101705020,108,EKS,Y,254.0,100322857,107,6,0006,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Andreja iela 6, Jūrmala, LV-2008",313128.283,481554.987,56.961384,23.696681
101705037,108,EKS,Y,254.0,100322857,107,6B,0006B,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Andreja iela 6B, Jūrmala, LV-2008",313078.019,481557.572,56.960932,23.696727
101705045,108,EKS,Y,254.0,100322857,107,6C,0006C,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Andreja iela 6C, Jūrmala, LV-2008",313094.377,481536.55,56.961078,23.696381
101705053,108,EKS,Y,252.0,100322857,107,8,0008,LV-2008,100035056.0,2001.01.25,2017.10.27,,N,N,"Andreja iela 8, Jūrmala, LV-2008",313059.226,481563.917,56.960764,23.696833
101705061,108,EKS,Y,252.0,100322857,107,8A,0008A,LV-2008,100035056.0,2001.01.25,2019.04.05,,N,N,"Andreja iela 8A, Jūrmala, LV-2008",313017.868,481546.235,56.960392,23.696545
101705078,108,EKS,Y,252.0,100322857,107,9,0009,LV-2008,100035056.0,2001.01.25,2011.03.30,,N,N,"Andreja iela 9, Jūrmala, LV-2008",313021.276,481638.251,56.960426,23.698058
101705086,108,EKS,Y,254.0,100322865,107,1,0001,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 1, Jūrmala, LV-2012",311061.548,468754.753,56.94213,23.486451
101705094,108,EKS,Y,252.0,100322865,107,11,0011,LV-2012,100033952.0,2001.01.25,2011.03.30,,N,N,"Andreja Upīša iela 11, Jūrmala, LV-2012",311338.709,468991.841,56.944636,23.490314
101705100,108,EKS,Y,254.0,100322865,107,12,0012,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 12, Jūrmala, LV-2012",311359.007,468946.028,56.944815,23.489558
101705117,108,EKS,Y,254.0,100322865,107,12A,0012A,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 12A, Jūrmala, LV-2012",311377.841,468954.814,56.944985,23.4897
101705125,108,EKS,Y,252.0,100322865,107,13,0013,LV-2012,100033952.0,2001.01.25,2012.07.27,,N,N,"Andreja Upīša iela 13, Jūrmala, LV-2012",311356.706,469010.041,56.944799,23.490611
101705141,108,EKS,Y,252.0,100322865,107,15 k-2,0015 k-0002,LV-2012,100033952.0,2001.01.25,2011.05.31,,N,N,"Andreja Upīša iela 15 k-2, Jūrmala, LV-2012",311451.487,469109.217,56.945657,23.492229
101705158,108,EKS,Y,254.0,100322865,107,1A,0001A,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 1A, Jūrmala, LV-2012",310981.056,468680.712,56.941402,23.485244
101705166,108,EKS,Y,254.0,100322865,107,2,0002,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 2, Jūrmala, LV-2012",311129.934,468767.301,56.942746,23.486649
101705174,108,EKS,Y,254.0,100322865,107,20,0020,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 20, Jūrmala, LV-2012",311479.96,469043.93,56.945909,23.491153
101705190,108,EKS,Y,254.0,100322865,107,3,0003,LV-2012,100033952.0,2001.01.25,2003.01.10,,N,N,"Andreja Upīša iela 3, Jūrmala, LV-2012",311061.764,468800.617,56.942136,23.487205
101705205,108,EKS,Y,252.0,100322865,107,4,0004,LV-2012,100033952.0,2001.01.25,2012.07.02,,N,N,"Andreja Upīša iela 4, Jūrmala, LV-2012",311190.745,468779.848,56.943293,23.486848
101705213,108,EKS,Y,252.0,100326124,107,4,0004,LV-2012,100033952.0,2001.01.25,2020.04.22,,N,N,"Pētera Pāvila iela 4, Jūrmala, LV-2012",311097.472,468825.713,56.942458,23.487613
101705221,108,EKS,Y,254.0,100322881,107,2,0002,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Apšu iela 2, Jūrmala, LV-2015",313544.897,488984.377,56.965363,23.818835
101705238,108,EKS,Y,254.0,100322898,107,11,0011,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 11, Jūrmala, LV-2011",312273.143,477376.12,56.953516,23.62804
101705246,108,EKS,Y,254.0,100322898,107,15,0015,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 15, Jūrmala, LV-2011",312283.669,477417.036,56.953613,23.628712
101705254,108,EKS,Y,254.0,100322898,107,18,0018,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 18, Jūrmala, LV-2011",312267.531,477466.604,56.95347,23.629528
101705262,108,EKS,Y,254.0,100322898,107,3,0003,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 3, Jūrmala, LV-2011",312253.263,477294.286,56.953334,23.626696
101705270,108,EKS,Y,254.0,100322898,107,6,0006,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 6, Jūrmala, LV-2011",312228.142,477357.284,56.953111,23.627734
101705287,108,EKS,Y,254.0,100322898,107,7,0007,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Apes iela 7, Jūrmala, LV-2011",312261.917,477331.462,56.953413,23.627307
101705301,108,EKS,Y,254.0,100322904,107,3,0003,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Apiņu iela 3, Jūrmala, LV-2015",313675.058,490076.274,56.966557,23.836787
101705318,108,EKS,Y,254.0,100322904,107,3A,0003A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Apiņu iela 3A, Jūrmala, LV-2015",313652.9,490039.781,56.966357,23.836188
101705326,108,EKS,Y,252.0,100328216,107,23,0023,LV-2015,100034794.0,2001.01.25,2018.08.14,,N,N,"Zvejas iela 23, Jūrmala, LV-2015",313643.836,490091.771,56.966277,23.837043
101705334,108,EKS,Y,254.0,100322904,107,5A,0005A,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Apiņu iela 5A, Jūrmala, LV-2015",313615.307,490053.744,56.96602,23.836419
101705342,108,EKS,Y,254.0,100322904,107,6,0006,LV-2015,100034794.0,2001.01.25,2003.01.10,,N,N,"Apiņu iela 6, Jūrmala, LV-2015",313600.745,490000.715,56.965888,23.835547
101705350,108,EKS,Y,254.0,100322920,107,2,0002,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ārijas iela 2, Jūrmala, LV-2008",312810.391,480846.559,56.958499,23.685056
101705367,108,EKS,Y,254.0,100322920,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Ārijas iela 3, Jūrmala, LV-2008",312772.26,480878.921,56.958158,23.685591
101705375,108,EKS,Y,254.0,100322937,107,11,0011,LV-2011,100037734.0,2001.01.25,2003.01.10,,N,N,"Artilērijas iela 11, Jūrmala, LV-2011",311950.462,476555.877,56.950577,23.614585
101705383,108,EKS,Y,252.0,100322937,107,3,0003,LV-2011,100037734.0,2001.01.25,2011.03.30,,N,N,"Artilērijas iela 3, Jūrmala, LV-2011",311686.432,476704.29,56.948212,23.617049
101705391,108,EKS,Y,252.0,100322937,107,7,0007,LV-2011,100037734.0,2001.01.25,2012.10.15,,N,N,"Artilērijas iela 7, Jūrmala, LV-2011",311806.868,476641.677,56.949291,23.616008
101705406,108,EKS,Y,254.0,100322945,107,10,0010,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Artūra iela 10, Jūrmala, LV-2008",312351.612,481140.352,56.95439,23.689921
101705414,108,EKS,Y,254.0,100322945,107,14,0014,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Artūra iela 14, Jūrmala, LV-2008",312295.954,481174.188,56.953891,23.690481
101705422,108,EKS,Y,254.0,100322945,107,3,0003,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Artūra iela 3, Jūrmala, LV-2008",312565.67,481196.958,56.956315,23.690836
101705430,108,EKS,Y,254.0,100322945,107,3A,0003A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Artūra iela 3A, Jūrmala, LV-2008",312567.417,481225.96,56.956332,23.691312
101705447,108,EKS,Y,252.0,100322945,107,5,0005,LV-2008,100035056.0,2001.01.25,2003.07.09,,N,N,"Artūra iela 5, Jūrmala, LV-2008",312526.522,481210.411,56.955964,23.69106
101705455,108,EKS,Y,252.0,100322945,107,8,0008,LV-2008,100035056.0,2001.01.25,2011.03.25,,N,N,"Artūra iela 8, Jūrmala, LV-2008",312401.806,481162.366,56.954842,23.690279
101705463,108,EKS,Y,252.0,100322945,107,9,0009,LV-2008,100035056.0,2001.01.25,2005.09.29,,N,N,"Artūra iela 9, Jūrmala, LV-2008",312384.854,481214.953,56.954692,23.691145
101705471,108,EKS,Y,254.0,100322953,107,1,0001,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 1, Jūrmala, LV-2008",312924.357,481383.73,56.959545,23.69388
101705488,108,EKS,Y,252.0,100322953,107,11,0011,LV-2008,100035056.0,2001.01.25,2011.11.22,,N,N,"Asaru prospekts 11, Jūrmala, LV-2008",312897.872,481158.077,56.959298,23.690172
101705496,108,EKS,Y,254.0,100322953,107,12,0012,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 12, Jūrmala, LV-2008",312823.526,481157.502,56.95863,23.690168
101705502,108,EKS,Y,254.0,100322953,107,13,0013,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 13, Jūrmala, LV-2008",312895.379,481128.489,56.959274,23.689685
101705510,108,EKS,Y,254.0,100322953,107,16/18,0016/0018,LV-2008,100035056.0,2001.01.25,2003.01.10,,Y,N,"Asaru prospekts 16/18, Jūrmala, LV-2008",312787.966,481021.806,56.958305,23.687939
101705527,108,EKS,Y,254.0,100322953,107,1A,0001A,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 1A, Jūrmala, LV-2008",312951.463,481401.95,56.959789,23.694178
101705535,108,EKS,Y,254.0,100322953,107,2,0002,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 2, Jūrmala, LV-2008",312876.532,481400.704,56.959116,23.694163
101705543,108,EKS,Y,252.0,100322953,107,21,0021,LV-2008,100035056.0,2001.01.25,2025.01.03,,N,N,"Asaru prospekts 21, Jūrmala, LV-2008",312895.216,480964.05,56.959266,23.686981
101705551,108,EKS,Y,252.0,100322953,107,27,0027,LV-2008,100035056.0,2001.01.25,2004.02.06,,N,N,"Asaru prospekts 27, Jūrmala, LV-2008",312937.085,480700.821,56.959631,23.68265
101705568,108,EKS,Y,254.0,100322953,107,29,0029,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 29, Jūrmala, LV-2008",312882.818,480716.895,56.959144,23.682918
101705576,108,EKS,Y,254.0,100322953,107,30,0030,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 30, Jūrmala, LV-2008",312826.54,480753.865,56.95864,23.68353
101705584,108,EKS,Y,254.0,100322953,107,35,0035,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 35, Jūrmala, LV-2008",312890.653,480572.029,56.959209,23.680536
101705592,108,EKS,Y,252.0,100322953,107,37,0037,LV-2008,100035056.0,2001.01.25,2011.03.25,,N,N,"Asaru prospekts 37, Jūrmala, LV-2008",312870.956,480498.29,56.959029,23.679325
101705607,108,EKS,Y,254.0,100322953,107,39,0039,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 39, Jūrmala, LV-2008",312836.184,480459.11,56.958715,23.678683
101705615,108,EKS,Y,254.0,100322953,107,4,0004,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 4, Jūrmala, LV-2008",312874.039,481376.878,56.959093,23.693771
101705623,108,EKS,Y,254.0,100322953,107,41,0041,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 41, Jūrmala, LV-2008",312829.952,480375.526,56.958655,23.677309
101705631,108,EKS,Y,252.0,100322953,107,44,0044,LV-2008,100035056.0,2001.01.25,2011.09.12,,N,N,"Asaru prospekts 44, Jūrmala, LV-2008",312795.986,480472.371,56.958354,23.678904
101705648,108,EKS,Y,252.0,100322953,107,56,0056,LV-2008,100035056.0,2001.01.25,2016.10.31,,N,N,"Asaru prospekts 56, Jūrmala, LV-2008",312771.866,480221.417,56.958127,23.67478
101705656,108,EKS,Y,252.0,100322953,107,58,0058,LV-2008,100035056.0,2001.01.25,2003.01.10,,N,N,"Asaru prospekts 58, Jūrmala, LV-2008",312743.728,480192.886,56.957873,23.674313
